source,target,weight
Uzbekistan,Yugoslavia,2
Uzbekistan,Bosnia and Herzegovina,2
Uzbekistan,Slovenia,2
Uzbekistan,Greece,2
Uzbekistan,Cyprus,2
Uzbekistan,Bulgaria,2
Uzbekistan,Moldova,2
Uzbekistan,Romania,2
Uzbekistan,Russia,4
Uzbekistan,Estonia,2
Uzbekistan,Latvia,3
Uzbekistan,Lithuania,2
Uzbekistan,Ukraine,2
Uzbekistan,Belarus,4
Uzbekistan,Armenia,4
Uzbekistan,Georgia,2
Uzbekistan,Azerbaijan,4
Uzbekistan,Finland,2
Uzbekistan,Sweden,2
Uzbekistan,Norway,2
Uzbekistan,Denmark,2
Uzbekistan,Iceland,2
Uzbekistan,Turkey,2
Uzbekistan,Turkmenistan,2
Uzbekistan,Tajikistan,4
Uzbekistan,Kyrgyzstan,4
Uzbekistan,Kazakhstan,4
Uzbekistan,China,2
Uzbekistan,Mongolia,2
Uzbekistan,India,2
Uzbekistan,Pakistan,2
Uzbekistan,Vietnam,2
Kazakhstan,United States of America,2
Kazakhstan,Canada,2
Kazakhstan,United Kingdom,2
Kazakhstan,Ireland,2
Kazakhstan,Netherlands,2
Kazakhstan,Belgium,2
Kazakhstan,Luxembourg,2
Kazakhstan,France,2
Kazakhstan,Monaco,2
Kazakhstan,Liechtenstein,2
Kazakhstan,Switzerland,2
Kazakhstan,Spain,2
Kazakhstan,Andorra,2
Kazakhstan,Portugal,2
Kazakhstan,Germany,2
Kazakhstan,Poland,2
Kazakhstan,Austria,2
Kazakhstan,Hungary,2
Kazakhstan,Czech Republic,2
Kazakhstan,Slovakia,2
Kazakhstan,Italy,2
Kazakhstan,San Marino,2
Kazakhstan,Malta,2
Kazakhstan,Albania,2
Kazakhstan,Montenegro,2
Kazakhstan,Macedonia,2
Kazakhstan,Croatia,2
Kazakhstan,Yugoslavia,2
Kazakhstan,Bosnia and Herzegovina,2
Kazakhstan,Slovenia,2
Kazakhstan,Greece,2
Kazakhstan,Cyprus,2
Kazakhstan,Bulgaria,2
Kazakhstan,Moldova,2
Kazakhstan,Romania,2
Kazakhstan,Russia,4
Kazakhstan,Estonia,2
Kazakhstan,Latvia,2
Kazakhstan,Lithuania,2
Kazakhstan,Ukraine,2
Kazakhstan,Belarus,4
Kazakhstan,Armenia,4
Kazakhstan,Georgia,3
Kazakhstan,Azerbaijan,4
Kazakhstan,Finland,2
Kazakhstan,Sweden,2
Kazakhstan,Norway,2
Kazakhstan,Denmark,2
Kazakhstan,Iceland,2
Kazakhstan,Turkey,2
Kazakhstan,Turkmenistan,3
Kazakhstan,Tajikistan,4
Kazakhstan,Kyrgyzstan,4
Kazakhstan,Uzbekistan,4
Kazakhstan,China,2
Kazakhstan,Mongolia,2
Kazakhstan,India,2
Kazakhstan,Pakistan,2
China,United States of America,2
China,Canada,2
China,Brazil,2
China,Chile,2
China,United Kingdom,2
China,France,2
China,Montenegro,2
China,Russia,2
China,Latvia,2
China,Lithuania,2
China,Ukraine,2
China,Belarus,2
China,Norway,2
China,Mali,2
China,Guinea,2
China,Ghana,2
China,Tanzania,2
China,Morocco,2
China,Turkey,2
China,Egypt,2
China,Israel,2
China,Saudi Arabia,2
China,Turkmenistan,2
China,Tajikistan,2
China,Kyrgyzstan,2
China,Uzbekistan,2
China,Kazakhstan,2
China,Mongolia,2
China,North Korea,4
China,South Korea,2
China,Japan,2
China,India,2
China,Pakistan,2
China,Bangladesh,2
China,Myanmar,2
China,Sri Lanka,2
China,Maldives,2
China,Nepal,2
China,Thailand,2
China,Cambodia,2
China,Laos,2
China,Vietnam,2
China,Malaysia,2
China,Singapore,2
China,Brunei,2
China,Philippines,2
China,Indonesia,2
China,East Timor,2
China,Australia,2
China,Papua New Guinea,2
China,New Zealand,2
China,Fiji,2
China,Tonga,2
China,Samoa,2
Mongolia,United States of America,2
Mongolia,Canada,2
Mongolia,Brazil,2
Mongolia,Chile,2
Mongolia,United Kingdom,2
Mongolia,Ireland,2
Mongolia,Netherlands,2
Mongolia,Belgium,2
Mongolia,Luxembourg,2
Mongolia,France,2
Mongolia,Monaco,2
Mongolia,Liechtenstein,2
Mongolia,Switzerland,2
Mongolia,Spain,2
Mongolia,Andorra,2
Mongolia,Portugal,2
Mongolia,Germany,2
Mongolia,Poland,2
Mongolia,Austria,2
Mongolia,Hungary,2
Mongolia,Czech Republic,2
Mongolia,Slovakia,2
Mongolia,Italy,2
Mongolia,San Marino,2
Mongolia,Malta,2
Mongolia,Albania,2
Mongolia,Montenegro,2
Mongolia,Macedonia,2
Mongolia,Croatia,2
Mongolia,Yugoslavia,2
Mongolia,Bosnia and Herzegovina,2
Mongolia,Slovenia,2
Mongolia,Greece,2
Mongolia,Cyprus,2
Mongolia,Bulgaria,2
Mongolia,Moldova,2
Mongolia,Romania,2
Mongolia,Russia,2
Mongolia,Estonia,2
Mongolia,Latvia,2
Mongolia,Lithuania,2
Mongolia,Ukraine,2
Mongolia,Belarus,2
Mongolia,Armenia,2
Mongolia,Georgia,2
Mongolia,Azerbaijan,2
Mongolia,Finland,2
Mongolia,Sweden,2
Mongolia,Norway,2
Mongolia,Denmark,2
Mongolia,Iceland,2
Mongolia,Morocco,2
Mongolia,Turkey,2
Mongolia,Egypt,2
Mongolia,Turkmenistan,2
Mongolia,Tajikistan,2
Mongolia,Kyrgyzstan,2
Mongolia,Uzbekistan,2
Mongolia,Kazakhstan,2
Mongolia,China,2
Mongolia,North Korea,2
Mongolia,South Korea,2
Mongolia,Japan,2
Mongolia,India,2
Mongolia,Pakistan,2
Mongolia,Bangladesh,2
Mongolia,Myanmar,2
Mongolia,Sri Lanka,2
Mongolia,Thailand,2
Mongolia,Cambodia,2
Mongolia,Laos,2
Mongolia,Vietnam,2
Mongolia,Malaysia,2
Mongolia,Singapore,2
Mongolia,Brunei,2
Mongolia,Philippines,2
Mongolia,Indonesia,2
Mongolia,East Timor,2
Mongolia,Australia,2
Mongolia,Papua New Guinea,2
Mongolia,New Zealand,2
North Korea,United States of America,2
North Korea,Canada,2
North Korea,Cuba,4
North Korea,Brazil,2
North Korea,Chile,2
North Korea,United Kingdom,2
North Korea,France,2
North Korea,Russia,2
North Korea,Norway,2
North Korea,Morocco,2
North Korea,Turkey,2
North Korea,Egypt,2
North Korea,China,4
North Korea,Mongolia,2
North Korea,South Korea,2
North Korea,Japan,2
North Korea,India,2
North Korea,Pakistan,2
North Korea,Bangladesh,2
North Korea,Myanmar,2
North Korea,Sri Lanka,2
North Korea,Thailand,2
North Korea,Cambodia,2
North Korea,Laos,2
North Korea,Vietnam,2
North Korea,Malaysia,2
North Korea,Singapore,2
North Korea,Brunei,2
North Korea,Philippines,2
North Korea,Indonesia,2
North Korea,East Timor,2
North Korea,Australia,2
North Korea,Papua New Guinea,2
North Korea,New Zealand,2
South Korea,United States of America,4
South Korea,Canada,2
South Korea,Brazil,2
South Korea,Chile,2
South Korea,United Kingdom,2
South Korea,France,2
South Korea,Russia,2
South Korea,Norway,2
South Korea,Morocco,2
South Korea,Turkey,2
South Korea,Egypt,2
South Korea,China,2
South Korea,Mongolia,2
South Korea,North Korea,2
South Korea,Japan,2
South Korea,India,2
South Korea,Pakistan,2
South Korea,Bangladesh,2
South Korea,Myanmar,2
South Korea,Sri Lanka,2
South Korea,Thailand,2
South Korea,Cambodia,2
South Korea,Laos,2
South Korea,Vietnam,2
South Korea,Malaysia,2
South Korea,Singapore,2
South Korea,Brunei,2
South Korea,Philippines,2
South Korea,Indonesia,2
South Korea,East Timor,2
South Korea,Australia,2
South Korea,Papua New Guinea,2
South Korea,New Zealand,2
Japan,United States of America,2
Japan,Canada,2
Japan,Brazil,2
Japan,Chile,2
Japan,United Kingdom,2
Japan,France,2
Japan,Russia,2
Japan,Norway,2
Japan,Ethiopia,2
Japan,Morocco,2
Japan,Turkey,2
Japan,Egypt,2
Japan,China,2
Japan,Mongolia,2
Japan,North Korea,2
Japan,South Korea,2
Japan,India,2
Japan,Pakistan,2
Japan,Bangladesh,2
Japan,Myanmar,2
Japan,Sri Lanka,2
Japan,Thailand,2
Japan,Cambodia,2
Japan,Laos,2
Japan,Vietnam,2
Japan,Malaysia,2
Japan,Singapore,2
Japan,Brunei,2
Japan,Philippines,2
Japan,Indonesia,2
Japan,East Timor,2
Japan,Australia,2
Japan,Papua New Guinea,2
Japan,New Zealand,2
India,United States of America,2
India,Canada,2
India,Brazil,2
India,Chile,2
India,United Kingdom,2
India,France,2
India,Russia,2
India,Ukraine,3
India,Armenia,3
India,Norway,2
India,Morocco,2
India,Turkey,2
India,Egypt,2
India,Tajikistan,2
India,Kyrgyzstan,2
India,Uzbekistan,2
India,Kazakhstan,2
India,China,2
India,Mongolia,2
India,North Korea,2
India,South Korea,2
India,Japan,2
India,Pakistan,2
India,Bangladesh,2
India,Myanmar,2
India,Sri Lanka,2
India,Thailand,2
India,Cambodia,2
India,Laos,2
India,Vietnam,2
India,Malaysia,2
India,Singapore,2
India,Brunei,2
India,Philippines,2
India,Indonesia,2
India,East Timor,2
India,Australia,2
India,Papua New Guinea,2
India,New Zealand,2
Pakistan,United States of America,2
Pakistan,Canada,2
Pakistan,Brazil,2
Pakistan,Chile,2
Pakistan,United Kingdom,2
Pakistan,France,2
Pakistan,Russia,2
Pakistan,Norway,2
Pakistan,Morocco,2
Pakistan,Turkey,2
Pakistan,Egypt,2
Pakistan,Saudi Arabia,2
Pakistan,Tajikistan,2
Pakistan,Kyrgyzstan,2
Pakistan,Uzbekistan,2
Pakistan,Kazakhstan,2
Pakistan,China,2
Pakistan,Mongolia,2
Pakistan,North Korea,2
Pakistan,South Korea,2
Pakistan,Japan,2
Pakistan,India,2
Pakistan,Bangladesh,2
Pakistan,Myanmar,2
Pakistan,Sri Lanka,2
Pakistan,Thailand,2
Pakistan,Cambodia,2
Pakistan,Laos,2
Pakistan,Vietnam,2
Pakistan,Malaysia,2
Pakistan,Singapore,2
Pakistan,Brunei,2
Pakistan,Philippines,2
Pakistan,Indonesia,2
Pakistan,East Timor,2
Pakistan,Australia,2
Pakistan,Papua New Guinea,2
Pakistan,New Zealand,2
Bangladesh,United States of America,2
Bangladesh,Canada,2
Bangladesh,Brazil,2
Bangladesh,Chile,2
Bangladesh,United Kingdom,2
Bangladesh,France,2
Bangladesh,Russia,2
Bangladesh,Norway,2
Bangladesh,Morocco,2
Bangladesh,Turkey,2
Bangladesh,Egypt,2
Bangladesh,China,2
Bangladesh,Mongolia,2
Bangladesh,North Korea,2
Bangladesh,South Korea,2
Bangladesh,Japan,2
Bangladesh,India,2
Bangladesh,Pakistan,2
Bangladesh,Myanmar,2
Bangladesh,Sri Lanka,2
Bangladesh,Thailand,2
Bangladesh,Cambodia,2
Bangladesh,Laos,2
Bangladesh,Vietnam,2
Bangladesh,Malaysia,2
Bangladesh,Singapore,2
Bangladesh,Brunei,2
Bangladesh,Philippines,2
Bangladesh,Indonesia,2
Bangladesh,East Timor,2
Bangladesh,Australia,2
Bangladesh,Papua New Guinea,2
Bangladesh,New Zealand,2
Myanmar,United States of America,2
Myanmar,Canada,2
Myanmar,Brazil,2
Myanmar,Chile,2
Myanmar,United Kingdom,2
Myanmar,France,2
Myanmar,Russia,2
Myanmar,Norway,2
Myanmar,Morocco,2
Myanmar,Turkey,2
Myanmar,Egypt,2
Myanmar,China,2
Myanmar,Mongolia,2
Myanmar,North Korea,2
Myanmar,South Korea,2
Myanmar,Japan,2
Myanmar,India,2
Myanmar,Pakistan,2
Myanmar,Bangladesh,2
Myanmar,Sri Lanka,2
Myanmar,Thailand,2
Myanmar,Cambodia,2
Myanmar,Laos,2
Myanmar,Vietnam,2
Myanmar,Malaysia,2
Myanmar,Singapore,2
Myanmar,Brunei,2
Myanmar,Philippines,2
Myanmar,Indonesia,2
Myanmar,East Timor,2
Myanmar,Australia,2
Myanmar,Papua New Guinea,2
Myanmar,New Zealand,2
Sri Lanka,United States of America,2
Sri Lanka,Canada,2
Sri Lanka,Brazil,2
Sri Lanka,Chile,2
Sri Lanka,United Kingdom,2
Sri Lanka,France,2
Sri Lanka,Russia,2
Sri Lanka,Norway,2
Sri Lanka,Morocco,2
Sri Lanka,Turkey,2
Sri Lanka,Egypt,2
Sri Lanka,China,2
Sri Lanka,Mongolia,2
Sri Lanka,North Korea,2
Sri Lanka,South Korea,2
Sri Lanka,Japan,2
Sri Lanka,India,2
Sri Lanka,Pakistan,2
Sri Lanka,Bangladesh,2
Sri Lanka,Myanmar,2
Sri Lanka,Thailand,2
Sri Lanka,Cambodia,2
Sri Lanka,Laos,2
Sri Lanka,Vietnam,2
Sri Lanka,Malaysia,2
Sri Lanka,Singapore,2
Sri Lanka,Brunei,2
Sri Lanka,Philippines,2
Sri Lanka,Indonesia,2
Sri Lanka,East Timor,2
Sri Lanka,Australia,2
Sri Lanka,Papua New Guinea,2
Sri Lanka,New Zealand,2
Maldives,China,2
Nepal,China,2
Thailand,United States of America,4
Thailand,Canada,2
Thailand,Brazil,2
Thailand,Chile,2
Thailand,United Kingdom,2
Thailand,France,2
Thailand,Russia,2
Thailand,Norway,2
Thailand,Morocco,2
Thailand,Turkey,2
Thailand,Egypt,2
Thailand,China,2
Thailand,Mongolia,2
Thailand,North Korea,2
Thailand,South Korea,2
Thailand,Japan,2
Thailand,India,2
Thailand,Pakistan,2
Thailand,Bangladesh,2
Thailand,Myanmar,2
Thailand,Sri Lanka,2
Thailand,Cambodia,2
Thailand,Laos,2
Thailand,Vietnam,2
Thailand,Malaysia,2
Thailand,Singapore,2
Thailand,Brunei,2
Thailand,Philippines,2
Thailand,Indonesia,2
Thailand,East Timor,2
Thailand,Australia,2
Thailand,Papua New Guinea,2
Thailand,New Zealand,2
Cambodia,United States of America,2
Cambodia,Canada,2
Cambodia,Brazil,2
Cambodia,Chile,2
Cambodia,United Kingdom,2
Cambodia,France,2
Cambodia,Czech Republic,2
Cambodia,Slovakia,2
Cambodia,Russia,2
Cambodia,Norway,2
Cambodia,Morocco,2
Cambodia,Turkey,2
Cambodia,Egypt,2
Cambodia,China,2
Cambodia,Mongolia,2
Cambodia,North Korea,2
Cambodia,South Korea,2
Cambodia,Japan,2
Cambodia,India,2
Cambodia,Pakistan,2
Cambodia,Bangladesh,2
Cambodia,Myanmar,2
Cambodia,Sri Lanka,2
Cambodia,Thailand,2
Cambodia,Laos,2
Cambodia,Vietnam,2
Cambodia,Malaysia,2
Cambodia,Singapore,2
Cambodia,Brunei,2
Cambodia,Philippines,2
Cambodia,Indonesia,2
Cambodia,East Timor,2
Cambodia,Australia,2
Cambodia,Papua New Guinea,2
Cambodia,New Zealand,2
Laos,United States of America,2
Laos,Canada,2
Laos,Brazil,2
Laos,Chile,2
Laos,United Kingdom,2
Laos,France,2
Laos,Russia,2
Laos,Belarus,2
Laos,Norway,2
Laos,Morocco,2
Laos,Turkey,2
Laos,Egypt,2
Laos,China,2
Laos,Mongolia,2
Laos,North Korea,2
Laos,South Korea,2
Laos,Japan,2
Laos,India,2
Laos,Pakistan,2
Laos,Bangladesh,2
Laos,Myanmar,2
Laos,Sri Lanka,2
Laos,Thailand,2
Laos,Cambodia,2
Laos,Vietnam,2
Laos,Malaysia,2
Laos,Singapore,2
Laos,Brunei,2
Laos,Philippines,2
Laos,Indonesia,2
Laos,East Timor,2
Laos,Australia,2
Laos,Papua New Guinea,2
Laos,New Zealand,2
Vietnam,United States of America,2
Vietnam,Canada,2
Vietnam,Brazil,2
Vietnam,Chile,2
Vietnam,United Kingdom,2
Vietnam,France,2
Vietnam,Russia,2
Vietnam,Belarus,2
Vietnam,Norway,2
Vietnam,Morocco,2
Vietnam,Turkey,2
Vietnam,Egypt,2
Vietnam,Uzbekistan,2
Vietnam,China,2
Vietnam,Mongolia,2
Vietnam,North Korea,2
Vietnam,South Korea,2
Vietnam,Japan,2
Vietnam,India,2
Vietnam,Pakistan,2
Vietnam,Bangladesh,2
Vietnam,Myanmar,2
Vietnam,Sri Lanka,2
Vietnam,Thailand,2
Vietnam,Cambodia,2
Vietnam,Laos,2
Vietnam,Malaysia,2
Vietnam,Singapore,2
Vietnam,Brunei,2
Vietnam,Philippines,2
Vietnam,Indonesia,2
Vietnam,East Timor,2
Vietnam,Australia,2
Vietnam,Papua New Guinea,2
Vietnam,New Zealand,2
Malaysia,United States of America,2
Malaysia,Canada,2
Malaysia,Brazil,2
Malaysia,Chile,2
Malaysia,United Kingdom,2
Malaysia,France,2
Malaysia,Russia,2
Malaysia,Norway,2
Malaysia,Morocco,2
Malaysia,Turkey,2
Malaysia,Egypt,2
Malaysia,China,2
Malaysia,Mongolia,2
Malaysia,North Korea,2
Malaysia,South Korea,2
Malaysia,Japan,2
Malaysia,India,2
Malaysia,Pakistan,2
Malaysia,Bangladesh,2
Malaysia,Myanmar,2
Malaysia,Sri Lanka,2
Malaysia,Thailand,2
Malaysia,Cambodia,2
Malaysia,Laos,2
Malaysia,Vietnam,2
Malaysia,Singapore,2
Malaysia,Brunei,2
Malaysia,Philippines,2
Malaysia,Indonesia,2
Malaysia,East Timor,2
Malaysia,Australia,2
Malaysia,Papua New Guinea,2
Malaysia,New Zealand,2
Singapore,United States of America,2
Singapore,Canada,2
Singapore,Brazil,2
Singapore,Chile,2
Singapore,United Kingdom,2
Singapore,France,2
Singapore,Russia,2
Singapore,Norway,2
Singapore,Morocco,2
Singapore,Turkey,2
Singapore,Egypt,2
Singapore,China,2
Singapore,Mongolia,2
Singapore,North Korea,2
Singapore,South Korea,2
Singapore,Japan,2
Singapore,India,2
Singapore,Pakistan,2
Singapore,Bangladesh,2
Singapore,Myanmar,2
Singapore,Sri Lanka,2
Singapore,Thailand,2
Singapore,Cambodia,2
Singapore,Laos,2
Singapore,Vietnam,2
Singapore,Malaysia,2
Singapore,Brunei,2
Singapore,Philippines,2
Singapore,Indonesia,2
Singapore,East Timor,2
Singapore,Australia,2
Singapore,Papua New Guinea,2
Singapore,New Zealand,2
Brunei,United States of America,2
Brunei,Canada,2
Brunei,Brazil,2
Brunei,Chile,2
Brunei,United Kingdom,2
Brunei,France,2
Brunei,Russia,2
Brunei,Norway,2
Brunei,Morocco,2
Brunei,Turkey,2
Brunei,Egypt,2
Brunei,China,2
Brunei,Mongolia,2
Brunei,North Korea,2
Brunei,South Korea,2
Brunei,Japan,2
Brunei,India,2
Brunei,Pakistan,2
Brunei,Bangladesh,2
Brunei,Myanmar,2
Brunei,Sri Lanka,2
Brunei,Thailand,2
Brunei,Cambodia,2
Brunei,Laos,2
Brunei,Vietnam,2
Brunei,Malaysia,2
Brunei,Singapore,2
Brunei,Philippines,2
Brunei,Indonesia,2
Brunei,East Timor,2
Brunei,Australia,2
Brunei,Papua New Guinea,2
Brunei,New Zealand,2
Philippines,United States of America,4
Philippines,Canada,2
Philippines,Brazil,2
Philippines,Chile,2
Philippines,United Kingdom,2
Philippines,France,2
Philippines,Switzerland,2
Philippines,Spain,2
Philippines,Russia,2
Philippines,Norway,2
Philippines,Morocco,2
Philippines,Turkey,2
Philippines,Egypt,2
Philippines,China,2
Philippines,Mongolia,2
Philippines,North Korea,2
Philippines,South Korea,2
Philippines,Japan,2
Philippines,India,2
Philippines,Pakistan,2
Philippines,Bangladesh,2
Philippines,Myanmar,2
Philippines,Sri Lanka,2
Philippines,Thailand,2
Philippines,Cambodia,2
Philippines,Laos,2
Philippines,Vietnam,2
Philippines,Malaysia,2
Philippines,Singapore,2
Philippines,Brunei,2
Philippines,Indonesia,2
Philippines,East Timor,2
Philippines,Australia,2
Philippines,Papua New Guinea,2
Philippines,New Zealand,2
Indonesia,United States of America,2
Indonesia,Canada,2
Indonesia,Brazil,2
Indonesia,Chile,2
Indonesia,United Kingdom,2
Indonesia,France,2
Indonesia,Hungary,2
Indonesia,Czech Republic,2
Indonesia,Russia,2
Indonesia,Norway,2
Indonesia,Morocco,2
Indonesia,Turkey,2
Indonesia,Egypt,2
Indonesia,China,2
Indonesia,Mongolia,2
Indonesia,North Korea,2
Indonesia,South Korea,2
Indonesia,Japan,2
Indonesia,India,2
Indonesia,Pakistan,2
Indonesia,Bangladesh,2
Indonesia,Myanmar,2
Indonesia,Sri Lanka,2
Indonesia,Thailand,2
Indonesia,Cambodia,2
Indonesia,Laos,2
Indonesia,Vietnam,2
Indonesia,Malaysia,2
Indonesia,Singapore,2
Indonesia,Brunei,2
Indonesia,Philippines,2
Indonesia,East Timor,2
Indonesia,Australia,2
Indonesia,Papua New Guinea,2
Indonesia,New Zealand,2
East Timor,United States of America,2
East Timor,Canada,2
East Timor,Brazil,2
East Timor,Chile,2
East Timor,United Kingdom,2
East Timor,France,2
East Timor,Russia,2
East Timor,Norway,2
East Timor,Morocco,2
East Timor,Turkey,2
East Timor,Egypt,2
East Timor,China,2
East Timor,Mongolia,2
East Timor,North Korea,2
East Timor,South Korea,2
East Timor,Japan,2
East Timor,India,2
East Timor,Pakistan,2
East Timor,Bangladesh,2
East Timor,Myanmar,2
East Timor,Sri Lanka,2
East Timor,Thailand,2
East Timor,Cambodia,2
East Timor,Laos,2
East Timor,Vietnam,2
East Timor,Malaysia,2
East Timor,Singapore,2
East Timor,Brunei,2
East Timor,Philippines,2
East Timor,Indonesia,2
East Timor,Australia,2
East Timor,Papua New Guinea,2
East Timor,New Zealand,2
Australia,United States of America,4
Australia,Canada,2
Australia,Brazil,2
Australia,Chile,2
Australia,United Kingdom,2
Australia,France,2
Australia,Russia,2
Australia,Norway,2
Australia,Morocco,2
Australia,Turkey,2
Australia,Egypt,2
Australia,China,2
Australia,Mongolia,2
Australia,North Korea,2
Australia,South Korea,2
Australia,Japan,2
Australia,India,2
Australia,Pakistan,2
Australia,Bangladesh,2
Australia,Myanmar,2
Australia,Sri Lanka,2
Australia,Thailand,2
Australia,Cambodia,2
Australia,Laos,2
Australia,Vietnam,2
Australia,Malaysia,2
Australia,Singapore,2
Australia,Brunei,2
Australia,Philippines,2
Australia,Indonesia,2
Australia,East Timor,2
Australia,Papua New Guinea,2
Australia,New Zealand,2
Papua New Guinea,United States of America,2
Papua New Guinea,Canada,2
Papua New Guinea,Brazil,2
Papua New Guinea,Chile,2
Papua New Guinea,United Kingdom,2
Papua New Guinea,France,2
Papua New Guinea,Russia,2
Papua New Guinea,Norway,2
Papua New Guinea,Morocco,2
Papua New Guinea,Turkey,2
Papua New Guinea,Egypt,2
Papua New Guinea,China,2
Papua New Guinea,Mongolia,2
Papua New Guinea,North Korea,2
Papua New Guinea,South Korea,2
Papua New Guinea,Japan,2
Papua New Guinea,India,2
Papua New Guinea,Pakistan,2
Papua New Guinea,Bangladesh,2
Papua New Guinea,Myanmar,2
Papua New Guinea,Sri Lanka,2
Papua New Guinea,Thailand,2
Papua New Guinea,Cambodia,2
Papua New Guinea,Laos,2
Papua New Guinea,Vietnam,2
Papua New Guinea,Malaysia,2
Papua New Guinea,Singapore,2
Papua New Guinea,Brunei,2
Papua New Guinea,Philippines,2
Papua New Guinea,Indonesia,2
Papua New Guinea,East Timor,2
Papua New Guinea,Australia,2
Papua New Guinea,New Zealand,2
New Zealand,United States of America,2
New Zealand,Canada,2
New Zealand,Brazil,2
New Zealand,Chile,2
New Zealand,United Kingdom,2
New Zealand,France,2
New Zealand,Russia,2
New Zealand,Norway,2
New Zealand,Morocco,2
New Zealand,Turkey,2
New Zealand,Egypt,2
New Zealand,China,2
New Zealand,Mongolia,2
New Zealand,North Korea,2
New Zealand,South Korea,2
New Zealand,Japan,2
New Zealand,India,2
New Zealand,Pakistan,2
New Zealand,Bangladesh,2
New Zealand,Myanmar,2
New Zealand,Sri Lanka,2
New Zealand,Thailand,2
New Zealand,Cambodia,2
New Zealand,Laos,2
New Zealand,Vietnam,2
New Zealand,Malaysia,2
New Zealand,Singapore,2
New Zealand,Brunei,2
New Zealand,Philippines,2
New Zealand,Indonesia,2
New Zealand,East Timor,2
New Zealand,Australia,2
New Zealand,Papua New Guinea,2
Kiribati,United States of America,1
Tuvalu,United States of America,1
Fiji,China,2
Tonga,China,2
Samoa,China,2
